column,count,mean,std,min,max
0,1691,0.3561289499479799,0.09925398098842217,0.25001277232859953,0.8189113673397173
1,319,0.30537066849481176,0.054768365542764375,0.2503254785488285,0.6173145114304428
2,104,0.297791373398386,0.045105456333230286,0.25008456474155416,0.4490361634417287
