column,count,mean,std,min,max
0,839,0.3241644455928953,0.06512482866433505,0.25007506961482684,0.5723018345429816
1,62,0.3334798299292336,0.07283728274544018,0.2507672327973151,0.5124529535338787
2,8,0.27658586509552896,0.0157618105061761,0.25924508880346764,0.30562596065750114
